city,date,AQI,PM2.5,PM10,SO2,NO2,CO,O3,O3_8h,quality_level
许昌,2025-08-18,88,17,34,2,12,0.4,145,145,良
常州,2025-08-19,99,16,34,,14,0.7,158,158,良
许昌,2025-08-19,73,17,33,3,10,0.4,127,127,良
常州,2025-08-20,88,20,36,9,20,0.8,145,145,良
许昌,2025-08-20,62,9,22,2,8,0.4,114,114,良
常州,2025-08-21,140,29,47,,21,0.8,204,204,轻度污染
许昌,2025-08-21,61,10,24,3,10,0.4,113,113,良
常州,2025-08-22,95,15,29,10,17,0.7,154,154,良
许昌,2025-08-22,62,18,40,4,10,0.4,114,114,良
常州,2025-08-23,67,11,23,,12,0.6,120,120,良
许昌,2025-08-23,64,16,34,3,12,0.4,116,116,良
常州,2025-08-24,77,18,34,10,18,0.7,132,132,良
许昌,2025-08-24,61,14,30,4,11,0.4,113,113,良
常州,2025-08-25,85,16,33,,21,0.9,142,142,良
许昌,2025-08-25,75,17,28,3,10,0.6,129,129,良
常州,2025-08-26,119,15,28,,20,0.9,180,180,轻度污染
许昌,2025-08-26,74,21,38,4,11,0.6,128,128,良
常州,2025-08-27,111,21,36,8,20,0.7,172,172,轻度污染
许昌,2025-08-27,77,18,32,2,9,0.5,132,132,良
常州,2025-08-28,82,12,26,7,14,0.6,138,138,良
许昌,2025-08-28,80,20,40,3,11,0.5,136,136,良
常州,2025-08-29,94,13,31,8,17,0.6,152,152,良
许昌,2025-08-29,85,19,34,2,9,0.6,142,142,良
常州,2025-08-30,88,14,30,8,15,0.6,145,145,良
许昌,2025-08-30,86,20,41,4,14,0.7,143,143,良
常州,2025-08-31,72,13,25,7,12,0.7,126,126,良
许昌,2025-08-31,70,17,28,2,10,0.7,124,124,良
常州,2025-09-01,64,16,29,8,14,0.8,116,116,良
许昌,2025-09-01,80,19,32,3,13,0.6,136,136,良
常州,2025-09-02,50,12,22,7,18,0.7,99,99,优
许昌,2025-09-02,89,21,37,2,16,0.5,146,146,良
常州,2025-09-03,96,22,33,7,24,0.7,155,155,良
许昌,2025-09-03,43,22,41,2,14,0.5,86,86,优
常州,2025-09-04,138,36,55,9,31,1,201,201,轻度污染
许昌,2025-09-04,39,14,22,2,12,0.5,77,77,优
常州,2025-09-05,112,28,45,9,23,0.8,173,173,轻度污染
许昌,2025-09-05,41,11,24,2,10,0.6,82,82,优
常州,2025-09-06,97,21,39,9,18,0.7,156,156,良
许昌,2025-09-06,54,21,58,4,13,0.5,66,66,良
常州,2025-09-07,99,24,39,8,16,0.8,158,158,良
许昌,2025-09-07,54,24,58,3,16,0.6,68,68,良
常州,2025-09-08,64,24,42,8,21,0.9,116,116,良
许昌,2025-09-08,32,12,22,3,12,0.5,64,64,优
常州,2025-09-09,45,12,25,8,17,0.6,89,89,优
许昌,2025-09-09,62,13,28,3,15,0.5,114,114,良
常州,2025-09-10,73,15,33,9,21,0.7,127,127,良
许昌,2025-09-10,43,18,35,3,18,0.6,85,85,优
常州,2025-09-11,109,17,36,9,18,0.6,169,169,轻度污染
许昌,2025-09-11,46,6,9,2,8,0.5,92,92,优
常州,2025-09-12,74,19,38,,19,0.7,128,128,良
许昌,2025-09-12,52,12,23,2,14,0.5,102,102,良
常州,2025-09-13,68,18,36,8,15,0.8,121,121,良
许昌,2025-09-13,70,26,45,4,14,0.6,124,124,良
常州,2025-09-14,85,24,46,8,20,0.8,141,141,良
许昌,2025-09-14,63,17,34,3,13,0.5,115,115,良
常州,2025-09-15,84,15,26,8,19,0.8,140,140,良
许昌,2025-09-15,41,13,28,3,16,0.6,82,82,优
常州,2025-09-16,102,25,43,9,16,0.7,162,162,轻度污染
许昌,2025-09-16,36,11,22,2,14,0.5,72,72,优
常州,2025-09-17,84,20,36,10,19,0.7,140,140,良
许昌,2025-09-17,34,8,22,4,14,0.4,67,67,优
常州,2025-09-18,48,8,22,8,14,0.6,95,95,优
许昌,2025-09-18,30,9,15,4,17,0.5,59,59,优
常州,2025-09-19,70,12,33,9,16,0.6,123,123,良
许昌,2025-09-19,34,8,14,2,20,0.7,67,67,优
常州,2025-09-20,40,13,25,8,17,0.6,79,79,优
许昌,2025-09-20,65,16,27,3,22,0.7,117,117,良
常州,2025-09-21,79,14,30,9,18,0.7,134,134,良
许昌,2025-09-21,47,29,46,5,22,0.6,93,93,优
常州,2025-09-22,96,14,34,9,24,0.7,155,155,良
许昌,2025-09-22,43,15,13,2,13,0.6,85,85,优
常州,2025-09-23,69,14,36,9,25,0.7,122,122,良
许昌,2025-09-23,37,12,12,2,15,0.7,73,73,优
常州,2025-09-24,28,10,24,8,22,0.7,42,42,优
许昌,2025-09-24,74,16,28,3,22,0.9,128,128,良
常州,2025-09-25,29,13,22,8,21,0.7,58,58,优
许昌,2025-09-25,78,29,51,5,29,0.7,133,133,良
常州,2025-09-26,34,21,34,7,17,0.7,57,57,优
许昌,2025-09-26,52,16,24,3,19,0.5,102,102,良
常州,2025-09-27,65,26,46,7,22,0.8,117,117,良
许昌,2025-09-27,35,11,13,3,18,0.5,70,70,优
常州,2025-09-28,74,27,45,8,26,0.9,128,128,良
许昌,2025-09-28,29,20,24,3,20,0.8,44,44,优
常州,2025-09-29,50,20,32,8,20,1,100,100,优
许昌,2025-09-29,49,17,27,4,14,0.5,97,97,优
常州,2025-09-30,46,26,40,8,30,1.1,91,91,优
许昌,2025-09-30,73,22,37,5,15,0.5,127,127,良
常州,2025-10-01,79,31,48,9,28,1.1,134,134,良
许昌,2025-10-01,40,11,19,4,13,0.3,80,80,优
常州,2025-10-02,75,24,38,9,13,0.9,129,129,良
许昌,2025-10-02,41,11,14,2,11,0.3,82,82,优
常州,2025-10-03,50,18,37,9,15,0.9,100,100,优
许昌,2025-10-03,46,22,29,3,14,0.4,91,91,优
常州,2025-10-04,70,24,46,10,21,1.1,124,124,良
许昌,2025-10-04,46,32,30,4,18,0.4,60,60,优
常州,2025-10-05,86,29,47,8,22,0.9,143,143,良
许昌,2025-10-05,28,13,15,3,12,0.5,56,56,优
常州,2025-10-06,78,37,56,,20,1,133,133,良
许昌,2025-10-06,24,8,10,3,11,0.6,48,48,优
常州,2025-10-07,78,31,46,8,11,1,133,133,良
许昌,2025-10-07,26,16,22,4,17,0.5,51,51,优
常州,2025-10-08,79,20,35,11,19,1.1,134,134,良
许昌,2025-10-08,52,36,45,4,18,0.8,37,37,艮
常州,2025-10-09,96,15,31,9,20,0.8,155,155,良
许昌,2025-10-09,17,5,7,2,13,0.4,33,33,优
常州,2025-10-10,95,14,38,8,18,0.8,154,154,良
许昌,2025-10-10,25,6,11,2,14,0.4,49,49,优
常州,2025-10-11,119,32,74,8,25,0.9,180,180,轻度污染
许昌,2025-10-11,29,15,21,4,23,0.6,40,40,优
常州,2025-10-12,128,62,104,8,28,1.3,190,190,轻度污染
许昌,2025-10-12,27,14,16,4,20,0.6,53,53,优
常州,2025-10-13,46,26,46,,28,1.3,25,25,优
许昌,2025-10-13,42,18,26,4,23,0.6,84,84,优
常州,2025-10-14,28,12,25,7,22,0.9,44,44,优
许昌,2025-10-14,43,30,40,4,26,0.6,85,85,优
常州,2025-10-15,76,27,,9,27,1.1,131,131,良
许昌,2025-10-15,50,35,33,4,25,0.6,77,77,优
常州,2025-10-16,32,10,,8,19,0.8,64,64,优
许昌,2025-10-16,87,64,54,5,23,0.6,72,72,良
常州,2025-10-17,67,14,,9,27,0.7,120,120,良
许昌,2025-10-17,35,10,8,3,14,0.4,69,69,优
常州,2025-10-18,37,8,18,,12,0.6,73,73,优
许昌,2025-10-18,35,17,28,4,16,0.4,70,70,优
常州,2025-10-19,31,10,,,16,0.5,62,62,优
许昌,2025-10-19,49,28,49,5,20,0.4,53,53,优
常州,2025-10-20,34,10,,,13,0.4,68,68,优
许昌,2025-10-20,40,27,40,5,21,0.4,60,60,优
常州,2025-10-21,30,11,,8,18,0.5,60,60,优
许昌,2025-10-21,50,29,50,6,24,0.4,78,78,优
常州,2025-10-22,43,10,,8,18,0.4,85,85,优
许昌,2025-10-22,72,52,83,9,31,0.5,93,93,良
常州,2025-10-23,45,13,,9,22,0.5,90,90,优
许昌,2025-10-23,112,84,134,10,41,0.6,115,115,轻度污染
常州,2025-10-24,48,19,,9,25,0.6,95,95,优
许昌,2025-10-24,129,98,143,9,37,0.6,80,80,轻度污染
常州,2025-10-25,51,25,49,10,25,0.7,101,101,良
许昌,2025-10-25,105,79,76,5,22,0.6,69,69,轻度污染
常州,2025-10-26,45,26,,,23,0.7,86,86,优
许昌,2025-10-26,110,83,87,5,26,0.8,78,78,轻度污染
常州,2025-10-27,54,37,58,,29,0.7,93,93,良
许昌,2025-10-27,140,107,121,4,32,0.9,40,40,轻度污染
常州,2025-10-28,64,23,43,10,32,0.7,116,116,良
许昌,2025-10-28,62,44,64,5,32,0.7,96,96,良
常州,2025-10-29,44,15,34,10,32,0.6,87,87,优
许昌,2025-10-29,87,64,101,5,34,0.6,80,80,良
常州,2025-10-30,50,14,37,8,40,0.6,45,45,优
常州,2025-10-31,40,19,38,8,26,0.6,80,80,优
常州,2025-11-01,122,92,144,9,28,1,115,115,轻度污染
许昌,2025-11-01,69,36,87,8,28,0.5,100,100,良
常州,2025-11-02,78,57,93,9,26,0.8,114,114,良
许昌,2025-11-02,82,59,113,8,44,0.5,76,76,良
常州,2025-11-03,40,16,36,9,30,0.6,80,80,优
许昌,2025-11-03,88,63,126,7,47,0.5,95,95,良
常州,2025-11-04,57,26,55,9,45,0.7,64,64,良
许昌,2025-11-04,89,66,128,6,45,0.6,113,113,良
常州,2025-11-05,55,28,59,10,44,0.8,81,81,良
许昌,2025-11-05,104,78,129,7,42,0.5,102,102,轻度污染
常州,2025-11-06,57,29,64,9,34,0.8,87,87,良
许昌,2025-11-06,100,75,86,5,36,0.5,43,43,良
常州,2025-11-07,52,26,54,8,35,0.7,68,68,良
许昌,2025-11-07,95,71,57,4,25,0.6,57,57,良
常州,2025-11-08,32,14,32,7,17,0.6,59,59,优
许昌,2025-11-08,65,47,38,5,23,0.7,80,80,良
常州,2025-11-09,40,21,40,7,24,0.6,64,64,优
许昌,2025-11-09,77,46,104,7,32,0.7,90,90,良
常州,2025-11-10,56,32,61,9,28,0.6,90,90,良
许昌,2025-11-10,100,75,121,6,40,0.6,89,89,良
常州,2025-11-11,38,14,36,9,30,0.5,76,76,优
许昌,2025-11-11,82,60,98,6,42,0.6,86,86,良
常州,2025-11-12,51,22,51,9,35,0.5,77,77,良
许昌,2025-11-12,82,60,100,9,41,0.6,84,84,良
常州,2025-11-13,64,40,76,10,42,0.6,116,116,良
许昌,2025-11-13,137,104,158,8,46,0.8,101,101,轻度污染
常州,2025-11-14,119,90,153,12,57,1.1,135,135,轻度污染
许昌,2025-11-14,144,110,166,9,44,0.8,102,102,轻度污染
常州,2025-11-15,89,66,113,10,57,0.9,136,136,良
许昌,2025-11-15,155,118,182,9,51,0.9,92,92,中度污染
常州,2025-11-16,89,44,82,10,39,0.6,146,146,良
许昌,2025-11-16,112,84,156,8,37,0.8,94,94,轻度污染
常州,2025-11-17,43,18,43,,19,0.5,69,69,优
许昌,2025-11-17,47,13,47,6,18,0.3,49,49,优
常州,2025-11-18,42,22,42,,28,0.6,51,51,优
许昌,2025-11-18,40,10,40,8,16,0.4,54,54,优
常州,2025-11-19,54,30,58,9,38,0.6,60,60,良
许昌,2025-11-19,47,20,47,8,22,0.3,62,62,优
常州,2025-11-20,67,48,77,11,48,0.8,73,73,良
许昌,2025-11-20,58,37,66,8,34,0.5,70,70,良
常州,2025-11-21,89,66,98,12,58,0.9,82,82,良
许昌,2025-11-21,63,42,76,9,36,0.4,76,76,良
常州,2025-11-22,125,95,135,15,57,1,122,122,轻度污染
许昌,2025-11-22,82,60,101,8,37,0.5,73,73,良
常州,2025-11-23,122,92,123,16,51,0.8,105,105,轻度污染
许昌,2025-11-23,77,51,103,7,28,0.4,78,78,良
常州,2025-11-24,95,71,105,11,39,0.8,104,104,良
许昌,2025-11-24,119,44,187,6,17,0.3,66,66,轻度污染
常州,2025-11-25,81,28,112,7,30,0.4,62,62,良
许昌,2025-11-25,98,42,146,5,28,0.4,62,62,良
常州,2025-11-26,80,47,110,12,53,0.7,76,76,良
许昌,2025-11-26,115,48,179,5,23,0.4,76,76,轻度污染
常州,2025-11-27,174,65,297,7,32,0.4,62,62,中度污染
许昌,2025-11-27,243,82,380,4,21,0.4,64,64,重度污染
常州,2025-11-28,155,69,260,9,48,0.6,65,65,中度污染
许昌,2025-11-28,107,62,164,5,29,0.5,70,70,轻度污染
常州,2025-11-29,108,58,166,13,54,0.6,75,75,轻度污染
常州,2025-11-30,93,69,124,16,67,0.8,102,102,良
常州,2025-12-01,94,59,138,10,36,0.8,85,85,良
许昌,2025-12-01,168,80,286,6,31,0.5,59,59,中度污染
常州,2025-12-02,60,25,69,8,30,0.6,62,62,良
许昌,2025-12-02,90,44,130,6,29,0.7,47,47,良
常州,2025-12-03,43,21,43,7,25,0.5,67,67,优
许昌,2025-12-03,64,38,77,8,37,0.6,55,55,良
常州,2025-12-04,68,35,62,1,54,0.7,61,61,良
许昌,2025-12-04,75,55,86,8,32,0.6,64,64,良
常州,2025-12-05,78,57,92,11,52,0.8,68,68,良
许昌,2025-12-05,133,101,135,10,43,0.7,70,70,轻度污染
常州,2025-12-06,74,54,83,11,51,0.8,85,85,良
许昌,2025-12-06,140,107,146,8,36,0.7,86,86,轻度污染
常州,2025-12-07,88,65,95,12,60,0.8,85,85,良
许昌,2025-12-07,100,75,125,10,38,0.7,68,68,良
常州,2025-12-08,72,52,92,8,36,0.7,77,77,良
许昌,2025-12-08,122,92,158,9,55,0.8,62,62,轻度污染
常州,2025-12-09,61,26,72,8,48,0.6,67,67,良
许昌,2025-12-09,139,106,161,8,56,1,66,66,轻度污染
常州,2025-12-10,59,30,67,10,46,0.6,62,62,良
许昌,2025-12-10,195,146,207,10,51,1.2,91,91,中度污染
常州,2025-12-11,110,83,134,11,44,1,108,108,轻度污染
许昌,2025-12-11,193,145,213,9,44,1.3,58,58,中度污染
常州,2025-12-12,32,13,32,8,20,0.5,61,61,优
许昌,2025-12-12,49,24,49,5,19,0.7,34,34,优
常州,2025-12-13,42,24,42,6,22,0.6,50,50,优
许昌,2025-12-13,77,30,104,5,15,0.4,67,67,良
常州,2025-12-14,57,37,63,7,26,0.7,70,70,良
许昌,2025-12-14,80,42,109,6,24,0.4,59,59,良
常州,2025-12-15,68,43,85,10,44,0.8,69,69,良
许昌,2025-12-15,82,60,86,6,29,0.5,68,68,良
常州,2025-12-16,92,68,112,13,65,,56,56,良
许昌,2025-12-16,145,111,150,8,38,0.8,74,74,轻度污染
常州,2025-12-17,124,94,147,11,55,,74,74,轻度污染
许昌,2025-12-17,173,131,164,8,38,0.8,80,80,中度污染
常州,2025-12-18,72,52,86,8,43,0.8,94,94,良
许昌,2025-12-18,236,186,226,6,44,1.1,78,78,重度污染
常州,2025-12-19,100,75,120,10,59,,74,74,良
许昌,2025-12-19,206,156,193,7,38,1.1,86,86,重度污染
常州,2025-12-20,142,108,160,10,62,,54,54,轻度污染
许昌,2025-12-20,173,131,165,6,43,1.1,46,46,中度污染
常州,2025-12-21,30,14,30,6,18,0.4,57,57,优
许昌,2025-12-21,129,98,132,7,44,0.8,54,54,轻度污染
常州,2025-12-22,44,14,35,8,35,0.6,42,42,优
许昌,2025-12-22,59,39,67,5,33,0.5,23,23,良
常州,2025-12-23,51,26,52,8,31,0.6,36,36,良
许昌,2025-12-23,82,60,90,5,30,0.6,41,41,良
常州,2025-12-24,85,63,86,7,36,0.7,17,17,良
许昌,2025-12-24,100,75,118,7,47,0.8,52,52,良
常州,2025-12-25,50,34,50,7,29,0.6,64,64,优
许昌,2025-12-25,90,67,113,8,46,0.7,60,60,良
常州,2025-12-26,48,21,38,8,38,0.5,58,58,优
许昌,2025-12-26,84,62,96,6,40,0.6,68,68,良
常州,2025-12-27,67,40,68,8,53,0.6,66,66,良
许昌,2025-12-27,112,84,118,8,43,0.7,72,72,轻度污染
常州,2025-12-28,78,57,86,10,51,0.7,77,77,良
许昌,2025-12-28,147,112,145,7,41,0.8,87,87,轻度污染
常州,2025-12-29,109,82,119,10,53,0.8,81,81,轻度污染
许昌,2025-12-29,109,82,109,8,39,0.8,78,78,轻度污染
常州,2025-12-30,102,76,111,8,32,0.8,81,81,轻度污染
许昌,2025-12-30,212,162,194,7,48,1,82,82,重度污染
常州,2025-12-31,33,14,30,7,22,0.4,66,66,优
许昌,2025-12-31,66,45,81,7,24,0.7,48,48,良
常州,2026-01-01,27,16,27,5,13,0.3,53,53,优
许昌,2026-01-01,77,56,64,6,29,0.6,54,54,良
常州,2026-01-02,42,29,42,7,23,0.5,63,63,优
许昌,2026-01-02,144,110,116,6,40,0.8,58,58,轻度污染
常州,2026-01-03,67,48,68,7,43,0.7,69,69,良
许昌,2026-01-03,142,108,114,5,27,0.9,57,57,轻度污染
常州,2026-01-04,109,82,107,8,73,1,24,24,轻度污染
许昌,2026-01-04,113,85,89,7,24,0.9,52,52,轻度污染
常州,2026-01-05,129,98,120,8,45,0.9,61,61,轻度污染
许昌,2026-01-05,207,157,176,10,40,1.6,62,62,重度污染
常州,2026-01-06,144,110,138,7,42,1,63,63,轻度污染
许昌,2026-01-06,44,22,44,7,16,0.4,72,72,优
常州,2026-01-07,57,40,57,7,36,0.7,76,76,良
许昌,2026-01-07,52,26,53,7,6,0.4,82,82,良
常州,2026-01-08,90,67,98,9,59,0.8,68,68,良
许昌,2026-01-08,72,47,93,8,32,0.6,70,70,良
常州,2026-01-09,82,60,88,11,49,0.7,88,88,良
许昌,2026-01-09,63,39,76,7,25,0.5,77,77,良
常州,2026-01-10,82,36,114,8,30,0.5,66,66,良
许昌,2026-01-10,82,28,113,6,15,0.4,78,78,良
常州,2026-01-11,63,24,76,7,39,0.4,62,62,良
许昌,2026-01-11,56,23,62,6,25,0.5,64,64,良
常州,2026-01-12,63,35,76,10,43,0.6,54,54,良
许昌,2026-01-12,76,48,101,7,29,0.7,74,74,良
常州,2026-01-13,78,57,99,10,47,0.8,94,94,良
许昌,2026-01-13,119,90,136,10,47,1,77,77,轻度污染
常州,2026-01-14,97,72,103,12,66,0.8,82,82,良
许昌,2026-01-14,165,125,186,10,59,1.2,28,28,中度污染
常州,2026-01-15,113,85,122,12,74,0.9,93,93,轻度污染
许昌,2026-01-15,77,56,103,7,30,0.7,80,80,良
常州,2026-01-16,159,121,166,12,78,1.1,144,144,中度污染
许昌,2026-01-16,127,96,170,5,33,0.8,58,58,轻度污染
常州,2026-01-17,125,95,147,6,25,1,116,116,轻度污染
许昌,2026-01-17,88,65,100,4,22,0.8,42,42,良
常州,2026-01-18,56,32,61,6,28,0.7,62,62,良
许昌,2026-01-18,67,48,55,3,19,0.7,29,29,良
常州,2026-01-19,33,12,24,5,11,0.6,66,66,优
许昌,2026-01-19,65,44,79,,18,0.8,37,37,良
常州,2026-01-20,33,23,32,5,17,0.7,55,55,优
许昌,2026-01-20,59,42,56,5,26,0.6,61,61,良
常州,2026-01-21,46,32,46,7,24,0.8,65,65,优
许昌,2026-01-21,83,61,75,6,28,0.6,80,80,良
常州,2026-01-22,52,34,54,8,41,0.8,58,58,良
许昌,2026-01-22,98,73,84,,26,0.6,95,95,良
常州,2026-01-23,82,60,91,8,52,1,75,75,良
许昌,2026-01-23,160,122,136,5,34,0.8,84,84,中度污染
常州,2026-01-24,113,85,116,12,55,1,83,83,轻度污染
许昌,2026-01-24,144,110,122,6,30,0.8,80,80,轻度污染
常州,2026-01-25,79,58,82,8,43,0.7,66,66,良
许昌,2026-01-25,190,143,170,8,33,1,66,66,中度污染
许昌,2026-01-26,178,134,157,8,36,1.1,66,66,中度污染
许昌,2026-01-27,215,165,198,5,42,1.3,73,73,重度污染
许昌,2026-01-28,110,83,112,4,34,1,52,52,轻度污染
许昌,2026-01-29,166,126,173,4,34,0.9,35,35,中度污染
许昌,2026-01-30,122,92,101,4,31,0.8,28,28,轻度污染
许昌,2026-01-31,137,104,116,4,33,1,58,58,轻度污染
常州,2026-02-01,68,49,72,6,36,0.7,71,71,良
许昌,2026-02-01,103,77,118,5,29,0.8,86,86,轻度污染
常州,2026-02-02,88,65,93,6,42,0.8,86,86,良
许昌,2026-02-02,95,71,121,6,33,0.6,100,100,良
常州,2026-02-03,83,61,86,8,41,0.7,107,107,良
许昌,2026-02-03,134,102,148,6,43,0.8,81,81,轻度污染
常州,2026-02-04,80,59,87,8,38,0.8,94,94,良
许昌,2026-02-04,115,87,128,6,35,0.8,84,84,轻度污染
常州,2026-02-05,113,85,118,9,59,0.9,61,61,轻度污染
许昌,2026-02-05,133,101,172,9,42,1,99,99,轻度污染
常州,2026-02-06,58,29,65,5,13,0.5,81,81,良
许昌,2026-02-06,73,42,95,6,20,0.6,52,52,良
常州,2026-02-07,42,20,42,5,16,0.5,67,67,优
许昌,2026-02-07,73,51,95,8,29,0.6,60,60,良
常州,2026-02-08,47,28,47,6,29,0.6,76,76,优
许昌,2026-02-08,103,77,118,6,34,0.7,79,79,轻度污染
常州,2026-02-09,48,30,48,6,36,0.7,78,78,优
许昌,2026-02-09,73,53,76,5,24,0.6,76,76,良
常州,2026-02-10,63,45,61,5,21,0.7,66,66,良
许昌,2026-02-10,78,48,106,6,20,0.6,83,83,良
常州,2026-02-11,108,81,108,7,36,1,92,92,轻度污染
许昌,2026-02-11,93,44,136,6,21,0.7,96,96,良
常州,2026-02-12,112,84,123,8,35,1,124,124,轻度污染
许昌,2026-02-12,94,62,138,6,19,0.8,99,99,良
常州,2026-02-13,84,62,103,,23,0.8,122,122,良
许昌,2026-02-13,105,79,146,7,22,0.9,108,108,轻度污染
常州,2026-02-14,73,53,90,,23,1,112,112,良
许昌,2026-02-14,104,78,122,6,20,1,96,96,轻度污染
常州,2026-02-15,92,68,102,8,22,1.1,115,115,良
许昌,2026-02-15,95,35,139,5,8,0.5,76,76,良
常州,2026-02-16,37,12,37,,8,0.5,74,74,优
许昌,2026-02-16,50,32,50,8,8,0.6,71,71,优
常州,2026-02-17,53,34,56,8,9,0.5,94,94,良
许昌,2026-02-17,127,96,124,10,12,0.8,87,87,轻度污染
常州,2026-02-18,93,69,87,8,13,0.7,103,103,良
许昌,2026-02-18,74,54,69,8,11,0.8,109,109,良
常州,2026-02-19,79,58,70,,16,0.7,87,87,良
许昌,2026-02-19,75,55,80,7,12,0.8,100,100,良
常州,2026-02-20,47,28,41,,9,0.7,94,94,优
许昌,2026-02-20,64,46,66,7,10,0.7,84,84,良
常州,2026-02-21,49,29,45,9,10,0.7,98,98,优
许昌,2026-02-21,69,50,73,7,,0.8,88,88,良
常州,2026-02-22,99,42,147,9,12,0.8,89,89,良
许昌,2026-02-22,199,83,348,6,14,0.4,92,92,中度污染
常州,2026-02-23,71,17,91,,11,0.5,92,92,良
许昌,2026-02-23,174,80,297,6,15,0.6,57,57,中度污染
常州,2026-02-24,40,11,35,7,9,0.6,79,79,优
许昌,2026-02-24,60,37,70,4,11,0.6,71,71,良
常州,2026-02-25,54,29,58,6,15,0.6,75,75,良
许昌,2026-02-25,37,25,34,4,13,0.5,73,73,优
常州,2026-02-26,39,22,39,7,25,0.6,60,60,优
许昌,2026-02-26,46,32,32,4,13,0.5,49,49,优
常州,2026-02-27,30,9,21,7,24,0.5,56,56,优
许昌,2026-02-27,98,73,92,5,14,0.6,62,62,良
常州,2026-02-28,52,32,54,,25,0.6,83,83,良
许昌,2026-02-28,74,54,53,4,18,0.6,28,28,良
常州,2026-03-01,32,13,32,6,22,0.5,57,57,优
许昌,2026-03-01,60,40,33,4,14,0.7,46,46,良
常州,2026-03-02,23,11,20,6,14,0.4,75,75,优
许昌,2026-03-02,73,47,44,4,12,0.8,87,87,良
常州,2026-03-03,62,41,51,6,18,0.6,62,62,良
许昌,2026-03-03,105,65,65,5,15,0.8,95,95,轻度污染
常州,2026-03-04,36,20,36,5,21,0.6,65,65,优
许昌,2026-03-04,110,71,78,5,15,0.7,55,55,轻度污染
常州,2026-03-05,58,34,61,7,27,0.5,52,52,良
许昌,2026-03-05,104,64,75,4,21,0.6,54,54,轻度污染
常州,2026-03-06,60,40,60,7,20,0.6,72,72,良
许昌,2026-03-06,105,65,83,4,16,0.8,67,67,轻度污染
常州,2026-03-07,50,30,50,8,21,0.5,91,91,优
许昌,2026-03-07,90,55,64,5,16,0.5,70,70,良
常州,2026-03-08,45,18,45,8,28,0.5,86,86,优
许昌,2026-03-08,124,86,104,5,28,0.7,81,81,轻度污染
常州,2026-03-09,60,38,64,8,24,0.5,112,112,良
许昌,2026-03-09,149,113,135,6,35,0.8,112,112,轻度污染
常州,2026-03-10,49,22,47,8,36,0.5,97,97,优
许昌,2026-03-10,141,105,128,7,25,0.7,105,105,轻度污染
常州,2026-03-11,65,39,70,9,45,0.6,93,93,良
许昌,2026-03-11,179,135,163,6,28,0.8,126,126,中度污染
常州,2026-03-12,67,43,67,8,30,0.5,120,120,良
许昌,2026-03-12,193,145,174,7,28,0.8,132,132,中度污染
常州,2026-03-13,104,64,93,,37,0.9,112,112,轻度污染
许昌,2026-03-13,133,96,117,6,30,0.6,109,109,轻度污染
常州,2026-03-14,92,46,72,8,31,0.5,150,150,良
许昌,2026-03-14,136,99,112,6,32,0.7,60,60,轻度污染
常州,2026-03-15,70,45,71,,30,0.5,78,78,良
许昌,2026-03-15,43,30,32,5,15,0.5,74,74,优
常州,2026-03-16,64,42,59,6,27,0.6,61,61,良
许昌,2026-03-16,110,70,72,5,18,0.6,95,95,轻度污染
常州,2026-03-17,72,46,63,,34,0.7,64,64,良
许昌,2026-03-17,135,98,99,5,24,0.7,75,75,轻度污染
常州,2026-03-18,50,34,50,7,29,0.7,69,69,优
许昌,2026-03-18,72,46,75,6,19,0.5,82,82,良
常州,2026-03-19,107,67,89,,37,0.8,99,99,轻度污染
许昌,2026-03-19,84,52,96,6,28,0.5,80,80,良
常州,2026-03-20,113,74,106,8,45,0.8,106,106,轻度污染
许昌,2026-03-20,102,62,112,7,21,0.6,106,106,轻度污染
常州,2026-03-21,63,40,68,,32,0.5,110,110,良
许昌,2026-03-21,82,51,94,6,22,0.6,105,105,良
常州,2026-03-22,72,46,73,9,34,0.6,122,122,良
许昌,2026-03-22,96,49,114,8,20,0.5,127,127,良
常州,2026-03-23,65,41,70,10,37,0.8,95,95,良
许昌,2026-03-23,122,84,140,9,29,0.6,124,124,轻度污染
常州,2026-03-24,66,43,65,9,31,0.7,66,66,良
许昌,2026-03-24,134,97,141,7,28,0.6,127,127,轻度污染
常州,2026-03-25,103,63,88,,33,0.8,138,138,轻度污染
许昌,2026-03-25,88,54,89,8,22,0.6,102,102,良
常州,2026-03-26,102,62,89,,44,0.7,111,111,轻度污染
许昌,2026-03-26,92,56,83,6,29,0.6,112,112,良
常州,2026-03-27,63,36,67,10,41,0.5,115,115,良
许昌,2026-03-27,82,45,69,6,26,0.4,138,138,良
常州,2026-03-28,89,34,62,10,35,0.5,146,146,良
许昌,2026-03-28,80,42,67,6,27,0.4,135,135,良
常州,2026-03-29,111,40,71,10,27,0.6,172,172,轻度污染
许昌,2026-03-29,86,53,88,8,24,0.5,134,134,良
常州,2026-03-30,43,19,40,8,20,0.6,85,85,优
许昌,2026-03-30,90,55,84,6,18,0.4,90,90,良
常州,2026-03-31,78,49,78,7,26,0.6,108,108,良
许昌,2026-03-31,80,50,70,7,18,0.5,113,113,良
常州,2026-04-01,84,52,81,8,32,0.7,140,140,良
许昌,2026-04-01,92,56,71,7,20,0.5,121,121,良
常州,2026-04-02,117,49,84,8,38,0.7,178,178,轻度污染
许昌,2026-04-02,63,35,52,7,18,0.5,115,115,良
常州,2026-04-03,53,23,44,6,21,0.6,103,103,良
许昌,2026-04-03,62,22,54,6,14,0.4,114,114,良
